    671 115.105589     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    672 115.117649     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    674 115.203763     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    675 115.204275     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    677 115.248542     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    678 115.249241     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    679 115.249885     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    680 115.297433     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    681 115.298562     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    682 115.298984     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    683 115.346684     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    684 115.347464     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    685 115.348021     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    686 115.396969     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    687 115.401404     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    688 115.402281     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    689 115.402657     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    690 115.403652     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    691 115.404210     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    692 115.445870     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    693 115.449255     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    694 115.450679     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    695 115.492364     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
